2018-09-15 00:00:01.703531,31.88,34.0,31.31,21.08,54.5,-9999.0,-9999.0,-9999.0,-9999.0,331,788,0.4
2018-09-15 00:01:01.474807,31.75,33.88,31.2,20.85,54.04,-9999.0,-9999.0,-9999.0,-9999.0,328,772,0.38
2018-09-15 00:02:02.241871,31.62,33.88,31.11,20.82,54.23,-9999.0,-9999.0,-9999.0,-9999.0,328,754,0.38
2018-09-15 00:03:01.649003,31.56,33.75,31.13,20.95,54.67,-9999.0,-9999.0,-9999.0,-9999.0,324,736,0.36
2018-09-15 00:04:02.016349,31.44,33.62,30.96,20.55,54.02,-9999.0,-9999.0,-9999.0,-9999.0,322,722,0.35
2018-09-15 00:05:01.408565,31.19,33.56,30.83,20.65,54.58,-9999.0,-9999.0,-9999.0,-9999.0,321,706,0.34
2018-09-15 00:06:01.853053,31.19,33.5,30.79,20.77,55.09,-9999.0,-9999.0,-9999.0,-9999.0,318,690,0.33
2018-09-15 00:07:02.250431,31.12,33.44,30.74,20.65,54.82,-9999.0,-9999.0,-9999.0,-9999.0,317,680,0.32
2018-09-15 00:08:01.636119,31.12,33.38,30.71,20.93,55.85,-9999.0,-9999.0,-9999.0,-9999.0,315,665,0.31
2018-09-15 00:09:02.042952,31.12,33.25,30.74,20.78,55.3,-9999.0,-9999.0,-9999.0,-9999.0,312,648,0.3
2018-09-15 00:10:01.451043,31.12,33.12,30.72,21.11,56.59,-9999.0,-9999.0,-9999.0,-9999.0,312,634,0.3
2018-09-15 00:11:02.017371,31.06,33.06,30.66,21.0,56.32,-9999.0,-9999.0,-9999.0,-9999.0,309,619,0.28
2018-09-15 00:12:02.388991,31.0,32.94,30.61,20.9,56.18,-9999.0,-9999.0,-9999.0,-9999.0,307,606,0.27
2018-09-15 00:13:01.774204,30.81,32.81,30.47,20.73,56.1,-9999.0,-9999.0,-9999.0,-9999.0,306,592,0.26
2018-09-15 00:14:02.145639,30.69,32.75,30.4,20.73,56.23,-9999.0,-9999.0,-9999.0,-9999.0,304,579,0.25
2018-09-15 00:15:01.538027,30.69,32.56,30.35,20.8,56.63,-9999.0,-9999.0,-9999.0,-9999.0,302,567,0.24
2018-09-15 00:16:01.912913,30.56,32.5,30.27,20.56,56.16,-9999.0,-9999.0,-9999.0,-9999.0,301,553,0.24
2018-09-15 00:17:02.325729,30.5,32.38,30.2,20.67,56.68,-9999.0,-9999.0,-9999.0,-9999.0,298,541,0.22
2018-09-15 00:18:01.687252,30.44,32.25,30.19,20.65,56.61,-9999.0,-9999.0,-9999.0,-9999.0,296,527,0.21
2018-09-15 00:19:02.061454,30.31,32.12,30.05,20.52,56.55,-9999.0,-9999.0,-9999.0,-9999.0,295,516,0.2
2018-09-15 00:20:01.451589,30.38,32.06,30.09,20.65,56.93,-9999.0,-9999.0,-9999.0,-9999.0,292,502,0.19
2018-09-15 00:21:02.170327,30.19,31.94,30.0,20.67,57.38,-9999.0,-9999.0,-9999.0,-9999.0,291,488,0.18
2018-09-15 00:22:01.582146,30.06,31.75,29.78,20.52,57.58,-9999.0,-9999.0,-9999.0,-9999.0,290,474,0.18
2018-09-15 00:23:01.985062,30.0,31.69,29.79,20.72,58.24,-9999.0,-9999.0,-9999.0,-9999.0,288,465,0.17
2018-09-15 00:24:02.374228,29.81,31.56,29.61,20.51,58.06,-9999.0,-9999.0,-9999.0,-9999.0,286,455,0.16
2018-09-15 00:25:01.762948,29.69,31.38,29.52,20.61,58.79,-9999.0,-9999.0,-9999.0,-9999.0,286,444,0.16
2018-09-15 00:26:02.148829,29.62,31.31,29.39,20.54,58.87,-9999.0,-9999.0,-9999.0,-9999.0,283,422,0.14
2018-09-15 00:27:01.552444,29.44,31.19,29.3,20.55,59.25,-9999.0,-9999.0,-9999.0,-9999.0,283,413,0.14
2018-09-15 00:28:01.953417,29.31,31.06,29.16,20.67,60.17,-9999.0,-9999.0,-9999.0,-9999.0,280,407,0.12
2018-09-15 00:29:02.340829,29.19,31.0,29.02,20.65,60.58,-9999.0,-9999.0,-9999.0,-9999.0,279,390,0.12
2018-09-15 00:30:01.762170,29.0,30.88,28.85,20.67,61.23,-9999.0,-9999.0,-9999.0,-9999.0,278,381,0.11
2018-09-15 00:31:01.430042,28.88,30.69,28.69,20.61,61.65,-9999.0,-9999.0,-9999.0,-9999.0,275,369,0.1
2018-09-15 00:32:01.824328,28.69,30.62,28.63,20.6,61.75,-9999.0,-9999.0,-9999.0,-9999.0,275,358,0.1
2018-09-15 00:33:02.205260,28.56,30.56,28.52,20.66,62.44,-9999.0,-9999.0,-9999.0,-9999.0,273,348,0.09
2018-09-15 00:34:01.602288,28.5,30.44,28.39,20.58,62.63,-9999.0,-9999.0,-9999.0,-9999.0,273,337,0.09
2018-09-15 00:35:01.965779,28.38,30.31,28.34,20.62,62.84,-9999.0,-9999.0,-9999.0,-9999.0,272,331,0.08
2018-09-15 00:36:02.353293,28.31,30.25,28.27,20.61,63.22,-9999.0,-9999.0,-9999.0,-9999.0,270,324,0.07
2018-09-15 00:37:01.737350,28.19,30.12,28.19,20.73,63.96,-9999.0,-9999.0,-9999.0,-9999.0,271,319,0.08
2018-09-15 00:38:02.121732,28.12,30.06,28.14,20.79,64.46,-9999.0,-9999.0,-9999.0,-9999.0,269,312,0.06
2018-09-15 00:39:01.514593,28.0,29.94,28.04,20.89,65.11,-9999.0,-9999.0,-9999.0,-9999.0,267,308,0.05
2018-09-15 00:40:01.914997,27.88,29.88,27.89,20.87,65.6,-9999.0,-9999.0,-9999.0,-9999.0,267,304,0.05
2018-09-15 00:41:01.574017,27.81,29.81,27.83,20.88,65.85,-9999.0,-9999.0,-9999.0,-9999.0,265,298,0.04
2018-09-15 00:42:01.959915,27.94,29.75,27.88,20.91,65.75,-9999.0,-9999.0,-9999.0,-9999.0,265,293,0.04
2018-09-15 00:43:02.342529,27.62,29.62,27.68,20.85,66.36,-9999.0,-9999.0,-9999.0,-9999.0,265,289,0.04
2018-09-15 00:44:01.734815,27.56,29.56,27.55,20.88,66.9,-9999.0,-9999.0,-9999.0,-9999.0,265,286,0.04
2018-09-15 00:45:02.113299,27.5,29.5,27.51,20.83,66.91,-9999.0,-9999.0,-9999.0,-9999.0,264,283,0.04
2018-09-15 00:46:01.498869,27.56,29.44,27.53,20.91,67.15,-9999.0,-9999.0,-9999.0,-9999.0,264,279,0.04
2018-09-15 00:47:01.886088,27.56,29.31,27.6,20.85,66.62,-9999.0,-9999.0,-9999.0,-9999.0,261,275,0.02
2018-09-15 00:48:02.277635,27.62,29.25,27.6,20.83,66.56,-9999.0,-9999.0,-9999.0,-9999.0,262,272,0.03
2018-09-15 00:49:01.668174,27.62,29.19,27.59,20.87,66.78,-9999.0,-9999.0,-9999.0,-9999.0,261,270,0.02
2018-09-15 00:50:02.092492,27.5,29.06,27.53,20.94,67.36,-9999.0,-9999.0,-9999.0,-9999.0,262,267,0.03
2018-09-15 00:51:01.659098,27.5,29.0,27.46,20.91,67.44,-9999.0,-9999.0,-9999.0,-9999.0,262,265,0.03
2018-09-15 00:52:02.047964,27.44,29.0,27.4,20.96,67.84,-9999.0,-9999.0,-9999.0,-9999.0,264,262,0.04
2018-09-15 00:53:01.436548,27.44,28.88,27.36,20.88,67.77,-9999.0,-9999.0,-9999.0,-9999.0,259,261,0.01
2018-09-15 00:54:01.832105,27.31,28.81,27.28,21.02,68.58,-9999.0,-9999.0,-9999.0,-9999.0,261,259,0.02
2018-09-15 00:55:02.225859,27.19,28.81,27.19,20.92,68.63,-9999.0,-9999.0,-9999.0,-9999.0,258,259,0.01
2018-09-15 00:56:01.623425,27.12,28.69,27.14,20.92,68.78,-9999.0,-9999.0,-9999.0,-9999.0,260,257,0.02
2018-09-15 00:57:02.016961,27.06,28.62,27.07,21.0,69.29,-9999.0,-9999.0,-9999.0,-9999.0,260,255,0.02
2018-09-15 00:58:02.411226,27.0,28.56,27.0,21.02,69.75,-9999.0,-9999.0,-9999.0,-9999.0,259,255,0.01
2018-09-15 00:59:01.806236,26.94,28.44,26.94,20.94,69.68,-9999.0,-9999.0,-9999.0,-9999.0,258,253,0.01
