2019-03-23 00:00:59.136682,1.52,1.84,1.18,0.22,1.57,6,53.84,80.94,40.27,14.0,6,467,668,
2019-03-23 00:00:59.504489,1.5,1.71,1.18,0.19,1.54,6,52.03,70.62,43.31,10.3,6,482,617,
2019-03-23 00:01:59.105587,1.81,2.03,1.18,0.32,2.0,6,58.69,66.17,49.38,5.24,6,512,595,
2019-03-23 00:01:59.449167,1.82,2.16,1.18,0.35,2.0,6,55.27,63.14,48.57,5.0,6,508,580,
2019-03-23 00:02:59.064970,1.91,2.43,1.31,0.38,2.0,6,51.51,60.51,45.94,4.85,6,495,567,
2019-03-23 00:02:59.400186,1.91,2.3,1.38,0.34,1.97,6,52.29,61.92,46.34,5.08,6,497,574,
2019-03-23 00:03:59.025359,1.77,2.56,1.11,0.52,1.74,6,52.99,61.72,45.13,5.57,6,491,573,
2019-03-23 00:03:59.359679,1.77,2.62,1.11,0.57,1.71,6,52.29,58.08,47.96,3.67,6,505,555,
2019-03-23 00:04:58.985869,1.65,1.97,1.25,0.28,1.74,6,60.56,66.37,55.04,4.46,6,540,596,
2019-03-23 00:04:59.319308,1.65,1.97,1.38,0.21,1.67,6,60.18,66.17,57.07,2.84,6,550,595,
2019-03-23 00:05:58.946034,1.74,2.03,1.11,0.29,1.8,6,47.88,55.04,43.1,4.23,6,481,540,
2019-03-23 00:05:59.277184,1.74,2.1,1.18,0.28,1.77,6,48.38,54.44,39.06,6.08,6,461,537,
2019-03-23 00:06:58.899282,1.63,1.97,1.25,0.26,1.64,6,49.5,59.7,38.04,7.05,6,456,563,
2019-03-23 00:06:59.235750,1.66,1.97,1.31,0.24,1.77,6,48.19,60.1,36.83,7.16,6,450,565,
2019-03-23 00:07:58.859513,1.32,1.77,0.72,0.34,1.31,6,49.71,68.6,44.72,8.08,6,489,607,
2019-03-23 00:07:59.185847,1.3,1.64,0.79,0.28,1.38,6,48.5,72.04,39.66,10.69,6,464,624,
2019-03-23 00:08:58.820003,1.49,1.97,1.05,0.32,1.54,6,59.82,66.17,45.13,6.84,6,491,595,
2019-03-23 00:08:59.145488,1.48,1.9,1.05,0.3,1.54,6,57.17,59.29,53.42,2.4,6,532,561,
