2019-03-22 00:00:51.445830,0.63,0.72,0.59,0.05,0.62,6,323.76,330.66,317.5,4.33,6,1837,1902,
2019-03-22 00:00:51.445069,0.63,0.72,0.59,0.05,0.62,6,323.76,330.66,317.5,4.33,6,1837,1902,
2019-03-22 00:01:51.397785,0.6,0.85,0.46,0.13,0.59,6,315.88,319.73,311.64,2.78,6,1808,1848,
2019-03-22 00:01:51.398546,0.6,0.85,0.46,0.13,0.59,6,315.88,319.73,311.64,2.78,6,1808,1848,
2019-03-22 00:02:51.351353,0.49,0.66,0.2,0.15,0.52,6,320.22,328.63,309.01,7.29,6,1795,1892,
2019-03-22 00:02:51.352117,0.49,0.66,0.2,0.15,0.52,6,319.82,328.63,309.61,7.2,6,1798,1892,
2019-03-22 00:03:51.291992,0.17,0.59,0.0,0.25,0.0,6,306.92,322.77,305.77,6.22,6,1779,1863,
2019-03-22 00:03:51.311739,0.17,0.59,0.0,0.25,0.0,6,307.36,320.34,305.77,5.22,6,1779,1851,
2019-03-22 00:04:51.238851,0.54,0.66,0.39,0.1,0.52,6,310.1,312.04,307.99,1.72,6,1790,1810,
2019-03-22 00:04:51.259853,0.54,0.66,0.39,0.1,0.52,6,312.01,314.67,308.4,2.42,6,1792,1823,
2019-03-22 00:05:51.189249,0.11,0.59,0.0,0.22,0.0,6,310.94,316.69,5.06,114.92,6,293,1833,
2019-03-22 00:05:51.209075,0.11,0.59,0.0,0.22,0.0,6,312.22,318.31,4.45,115.44,6,290,1841,
2019-03-22 00:06:51.149608,0.0,0.0,0.0,0.0,0.0,6,0.0,317.3,297.88,5.85,6,1740,1836,
2019-03-22 00:06:51.165420,0.0,0.0,0.0,0.0,0.0,6,0.0,314.67,299.49,5.13,6,1748,1823,
2019-03-22 00:07:51.111101,0.02,0.13,0.0,0.05,0.0,6,305.97,322.56,295.65,8.56,6,1729,1862,
2019-03-22 00:07:51.110358,0.02,0.13,0.0,0.05,0.0,6,305.97,322.56,295.65,8.69,6,1729,1862,
2019-03-22 00:08:51.071291,0.0,0.0,0.0,0.0,0.0,6,0.0,320.34,305.36,4.89,6,1777,1851,
2019-03-22 00:08:51.072056,0.0,0.0,0.0,0.0,0.0,6,0.0,320.34,305.36,4.89,6,1777,1851,
