2018-09-05 00:00:50.458062,2.76,3.35,2.23,0.39,2.66,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:01:50.413891,2.55,2.89,2.36,0.17,2.53,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:02:50.364852,3.44,3.94,2.56,0.54,3.74,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:03:50.313168,3.05,4.39,1.97,0.81,3.05,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:04:50.262673,2.15,2.49,1.64,0.31,2.3,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:05:50.218499,2.98,3.21,2.56,0.21,3.05,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:06:50.174471,2.66,3.61,2.1,0.61,2.3,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:07:50.130097,1.61,2.1,1.05,0.33,1.54,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:08:50.076370,2.51,3.08,2.03,0.35,2.46,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:09:50.032102,2.45,2.89,2.16,0.24,2.39,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:10:59.979934,2.11,2.69,1.44,0.47,2.03,7,nan,-9999.0,-9999.0,0.0,7,-9999,-9999,
2018-09-05 00:11:59.935639,1.43,1.71,1.11,0.26,1.44,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:12:59.891628,1.57,1.97,1.25,0.24,1.57,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:13:59.838944,1.26,1.57,0.85,0.27,1.38,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:14:59.794861,2.02,2.36,1.77,0.23,1.93,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:15:59.750728,2.32,3.21,1.77,0.53,2.2,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:16:59.706492,2.43,2.89,2.16,0.27,2.3,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:17:59.662314,1.91,2.43,1.25,0.43,1.9,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:18:59.618143,1.6,2.95,0.98,0.66,1.48,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:19:59.574093,2.7,3.28,2.1,0.45,2.75,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:20:59.530945,2.19,2.49,1.77,0.24,2.26,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:21:59.478927,1.37,1.51,1.25,0.1,1.38,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:22:59.433854,2.51,2.89,2.16,0.26,2.43,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:23:59.389541,2.38,3.08,1.71,0.45,2.43,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:24:59.345387,2.25,2.75,1.84,0.39,2.2,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:25:59.301286,2.32,2.56,1.9,0.26,2.43,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:26:59.257195,1.88,2.16,1.64,0.22,1.87,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:27:59.212930,1.76,2.16,1.44,0.23,1.71,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:28:59.168551,1.56,1.71,1.38,0.13,1.57,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:29:59.124379,2.16,2.69,1.51,0.42,2.23,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:30:59.080137,1.58,1.97,1.18,0.27,1.57,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:31:59.036002,1.87,2.62,1.51,0.4,1.71,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:32:58.991718,1.62,2.23,1.31,0.3,1.57,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:33:58.947549,1.48,1.64,1.25,0.15,1.54,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:34:58.903339,1.44,1.97,1.11,0.28,1.41,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:35:58.859006,1.95,2.16,1.71,0.17,1.9,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:36:58.814854,1.71,1.9,1.44,0.15,1.71,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:37:58.770736,1.62,2.03,1.18,0.28,1.57,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
2018-09-05 00:38:58.726572,1.41,1.64,1.18,0.16,1.41,6,nan,-9999.0,-9999.0,0.0,6,-9999,-9999,
